FID;GEBIED;GEBOMSCH;LOCATIE;LOCOMSCH;X_WGS;Y_WGS;X_RD;Y_RD;Bron
4539;NIEUWMWDE;Nieuwe Merwede;TVBR3440;Vogeltelvak met SOVON-code BR3440;4.73586338717;51.7520795214;11e4;418250;DONAR_RD
4540;NIEUWMWDE;Nieuwe Merwede;TVNW0010;Vogeltelvak (oud) vak 10;4.85769344472;51.8047705339;118454;424043;DONAR_RD
4541;NIEUWMWDE;Nieuwe Merwede;TVNW0020;Vogeltelvak (oud) vak 20;4.75988338534;51.7881604396;111693;422249;DONAR_RD
4542;NIEUWMWDE;Nieuwe Merwede;TVNW0030;Vogeltelvak (oud) vak 30;4.73581301695;51.7585788198;110003;418973;DONAR_RD
4543;NIEUWMWDE;Nieuwe Merwede;TVNW0040;Vogeltelvak (oud) vak 40;4.68948938488;51.7339947378;106779;416268;DONAR_RD
4544;NIEUWMWDE;Nieuwe Merwede;TVNW0050;Vogeltelvak (oud) vak 50;4.6989244509;51.7324144283;107429;416086;DONAR_RD
4545;NIEUWMWDE;Nieuwe Merwede;TVNW0060;Vogeltelvak (oud) vak 60;4.70676176954;51.7369011789;107975;416580;DONAR_RD
4546;NIEUWMWDE;Nieuwe Merwede;TVNW0070;Vogeltelvak (oud) vak 70;4.75074565424;51.7680102025;111043;420013;DONAR_RD
4547;NIEUWMWDE;Nieuwe Merwede;TVNW0080;Vogeltelvak (oud) vak 80;4.79319817224;51.7977821513;114e3;423300;DONAR_RD
4548;NIEUWMWDE;Nieuwe Merwede;TVNW0090;Vogeltelvak (oud) vak 90;4.85247363751;51.7998385134;118090;423497;DONAR_RD
4549;NIEUWMWDE;Nieuwe Merwede;WERKDBTN;Werkendam buiten;4.87718661858;51.806987503;119800;424280;DONAR_RD
4550;NIEUWMWDE;Nieuwe Merwede;WERKDM;Werkendam;4.87603447524;51.8126728907;119725;424913;DONAR_RD
4551;NIEUWMWDE;Nieuwe Merwede;ZUIDHLSBBH;Zuid-Hollandse Biesbosch;4.66703394081;51.7539240404;105250;418500;DONAR_RD
4552;NIEUWMWDE;Nieuwe Merwede;ZUIDHVN;Zuidhaven (kilometer 976.6);4.71802580662;51.7437983021;108760;417340;DONAR_RD
4553;NIEUWWTWG;Nieuwe Waterweg;BUITHVMSSMH1;Buitenhaven Maassluis, vak MH1;4.24727896128;51.9174044677;76557;437055;DONAR_RD
4554;NIEUWWTWG;Nieuwe Waterweg;EURPHVN;Europahaven;4.02938863207;51.9631414522;61665;442400;DONAR_RD
4555;NIEUWWTWG;Nieuwe Waterweg;HOEKVHLD;Hoek van Holland;4.12013127275;51.9785388682;67930;444e3;DONAR_RD
4556;NIEUWWTWG;Nieuwe Waterweg;HOEKVHLD1029;Hoek van Holland, kilometer 1029;4.1344495264;51.9715001599;68900;443200;DONAR_RD
4557;NIEUWWTWG;Nieuwe Waterweg;HOEKVHLDMDN;Hoek van Holland midden;4.11022182552;51.9788811743;67250;444050;DONAR_RD
4558;NIEUWWTWG;Nieuwe Waterweg;HOEKVHLDNOVR;Hoek van Holland noordoever;4.11069682553;51.9775378024;67280;443900;DONAR_RD
4559;NIEUWWTWG;Nieuwe Waterweg;HOEKVHLDZOVR;Hoek van Holland zuidoever;4.11163887431;51.9802450846;67350;444200;DONAR_RD
4560;NIEUWWTWG;Nieuwe Waterweg;HOEKVHLLKOVR;Hoek van Holland linker oever (kilometer;4.13175514787;51.9689541694;68710;442920;DONAR_RD
4561;NIEUWWTWG;Nieuwe Waterweg;HOEKVHLRTOVR;Hoek van Holland rechter oever (kilomete;4.12007755193;51.9778640255;67925;443925;DONAR_RD
4562;NIEUWWTWG;Nieuwe Waterweg;HOEKVHLSSDM;Hoek van Holland splitsingsdam;4.11637728721;51.9733289941;67662;443425;DONAR_RD
4563;NIEUWWTWG;Nieuwe Waterweg;MAASSKSGR;Maassluis, Kruitsteiger;4.20227821549;51.941277436;73505;439760;DONAR_RD
4564;NIEUWWTWG;Nieuwe Waterweg;MAASSS;Maassluis;4.25005798998;51.9184652615;76750;437170;DONAR_RD
4565;NIEUWWTWG;Nieuwe Waterweg;MISSSPHVN;Mississippihaven;4.04537452973;51.9352032454;62706;439272;DONAR_RD
4566;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTW519A;Nieuwe Waterweg, vak 519A (kilometer 103;4.07281993475;51.9818943115;64687;444431;DONAR_RD
4567;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTW519B;Nieuwe Waterweg, vak 519B (kilometer 103;4.06368420509;51.9831134068;64062;444578;DONAR_RD
4568;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTW521A;Nieuwe Waterweg, vak 521A (kilometer 103;4.05540115347;51.9845302522;63496;444746;DONAR_RD
4569;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTW521B;Nieuwe Waterweg, vak 521B (kilometer 103;4.04500997615;51.9867945336;62787;445011;DONAR_RD
4570;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWG598;Nieuwe Waterweg, vak 599 (kilometer 1014;4.30259738942;51.8957049468;80326;434583;DONAR_RD
4571;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWG599;Nieuwe Waterweg, vak 598 (kilometer 1014;4.31300311585;51.8950364474;81041;434498;DONAR_RD
4572;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW1;Nieuwe Waterweg, vak W1 (kilometer 1022;4.19121562227;51.9415609309;72745;439804;DONAR_RD
4573;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW10;Nieuwe Waterweg, vak W10 (kilometer 1014;4.28806220086;51.8994355121;79332;435013;DONAR_RD
4574;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW11;Nieuwe Waterweg, vak W11 (kilometer 1014;4.26880337346;51.9059962239;78018;435763;DONAR_RD
4575;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW12;Nieuwe Waterweg, vak W12 (kilometer 1014;4.2444267771;51.91465276;76356;436752;DONAR_RD
4576;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW2;Nieuwe Waterweg, vak W2 (kilometer 1024;4.17632332916;51.9511537318;71739;440888;DONAR_RD
4577;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW3A;Nieuwe Waterweg, vak W3A (kilometer 1027;4.13078632601;51.9708047863;68647;443127;DONAR_RD
4578;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW3B;Nieuwe Waterweg, vak W3B (kilometer 1030;4.08837463869;51.9827234388;65757;444504;DONAR_RD
4579;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW4;Nieuwe Waterweg, vak W4 (kilometer 1020;4.21763048782;51.9321085108;74544;438723;DONAR_RD
4580;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW5;Nieuwe Waterweg, vak W5 (kilometer 1020;4.22192184709;51.9315038632;74838;438651;DONAR_RD
4581;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW6;Nieuwe Waterweg, vak W6 (kilometer 1020;4.22614383042;51.9285160001;75123;438314;DONAR_RD
4582;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW7;Nieuwe Waterweg, vak W7 (kilometer 1020;4.21995503952;51.9310797858;74702;438606;DONAR_RD
4583;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW8;Nieuwe Waterweg, vak W8 (kilometer 1020;4.2241857261;51.9277594452;74987;438232;DONAR_RD
4584;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWGW9;Nieuwe Waterweg, vak W9 (kilometer 1020;4.2301032759;51.9238442555;75387;437790;DONAR_RD
4585;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWNW2;Nieuwe Waterweg meetboei NW2 (kilometer;4.29631754743;51.8993956195;79900;435e3;DONAR_RD
4586;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWNZDE;Nieuwe Waterweg noordzijde (km-raai 1027;4.1594336576;51.9627735871;70600;442200;DONAR_RD
4587;NIEUWWTWG;Nieuwe Waterweg;NIEUWWTWZZDE;Nieuwe Waterweg zuidzijde (tussen km-raa;4.22742901604;51.9221097667;75200;437600;DONAR_RD
4588;NIEUWWTWG;Nieuwe Waterweg;NOORDDM;Noorderdam;4.08975531735;51.9818036976;65850;444400;DONAR_RD
4589;NIEUWWTWG;Nieuwe Waterweg;OEVBWT;Oeverbos west;4.27904035069;51.904627884;78720;435600;DONAR_RD
4590;NIEUWWTWG;Nieuwe Waterweg;POORTHVRTOVR;Poortershaven rechter oever (kilometer 1;4.20228865979;51.9412785302;73505.72;439760.11;DONAR_RD
4591;NIEUWWTWG;Nieuwe Waterweg;SCHIEDVDGUWT;Tussen Schiedam en Vlaardingen uitwateri;4.37316067752;51.9072762584;85200;435800;DONAR_RD
4592;NIJKKNW;Nijkerkernauw  (randmeer);LAAKSSD;Laakse strand;5.44103207875;52.258505101;158645;474387;DONAR_RD
4593;NIJKKNW;Nijkerkernauw  (randmeer);NIEUWHCSBSD;Nieuw-Hulckesteyn (badstrand);5.46349956234;52.2567040364;160179;474188;DONAR_RD
4594;NIJKKNW;Nijkerkernauw  (randmeer);NIJKK;Nijkerk;5.44832443372;52.2566588723;159143;474182;DONAR_RD
4595;NIJKKNW;Nijkerkernauw  (randmeer);NIJKNKKNW;Nijkerk Nijkerkernauw;5.4706296267;52.2627397301;160665;474860;DONAR_RD
4596;NIJKKNW;Nijkerkernauw  (randmeer);NIJKWT;Nijkerk west;5.4654247326;52.2603162907;160310;474590;DONAR_RD
4597;NIJKKNW;Nijkerkernauw  (randmeer);SPAKBBSD;Spakenburg badstrand;5.37846875177;52.2598561427;154374;474536;DONAR_RD
4598;NIJKKNW;Nijkerkernauw  (randmeer);SPAKBG;Spakenburg;5.38910382741;52.2616902075;155100;474740;DONAR_RD
4599;NOORD;Noord;ALBSDM;Alblasserdam;4.64547860168;51.8667907397;103890;431070;DONAR_RD
4600;NOORD;Noord;ALBSDRTOVR;Alblasserdam rechteroever (nabij brug);4.65647548776;51.8575580984;104636.97;430035.3;DONAR_RD
4601;NOORD;Noord;KINDDK;Kinderdijk (kilometer 984);4.62649285433;51.8817719059;102600;432750;DONAR_RD
4602;NOORD;Noord;TVBR1311;Vogeltelvak met SOVON-code BR1311;4.67292353782;51.8393626633;105750;428e3;DONAR_RD
4603;NOORD;Noord;TVBR1312;Vogeltelvak met SOVON-code BR1312;4.66208381511;51.8365992453;105e3;427700;DONAR_RD
4604;NOORD;Noord;TVBR1313;Vogeltelvak met SOVON-code BR1313;4.66566809152;51.8393182597;105250;428e3;DONAR_RD
4605;NOORD;Noord;TVBR1320;Vogeltelvak met SOVON-code BR1320;4.63241582516;51.8750678724;103e3;432e3;DONAR_RD
4606;NOORDBBT;Noord-Brabant  (provincie);A59_659;A59 Berlicum, meetpunt 659;5.36222307895;51.7036704012;153243.34;412663.67;DONAR_RD
4607;NOORDBBT;Noord-Brabant  (provincie);A59_660;A59 Berlicum, meetpunt 660;5.36293180653;51.7040677105;153292.34;412707.85;DONAR_RD
4608;NOORDBBT;Noord-Brabant  (provincie);A59_661;A59 Berlicum, meetpunt 661;5.3632407577;51.7029003044;153313.65;412577.98;DONAR_RD
4609;NOORDBBT;Noord-Brabant  (provincie);A59_662;A59 Berlicum, meetpunt 662;5.36361037695;51.7032449497;153339.21;412616.31;DONAR_RD
4610;NOORDBBT;Noord-Brabant  (provincie);A59_663;A59 Maliskamp, meetpunt 663;5.36500284995;51.7086146747;153435.64;413213.61;DONAR_RD
4611;NOORDBBT;Noord-Brabant  (provincie);A59_664;A59 Maliskamp, meetpunt 664;5.38163558024;51.7101674915;154585.13;413386.12;DONAR_RD
4612;NOORDBBT;Noord-Brabant  (provincie);A59_665;A59 Maliskamp, meetpunt 665;5.38326470588;51.7095978074;154697.71;413322.74;DONAR_RD
4613;NOORDBBT;Noord-Brabant  (provincie);A59_666;A59 maliskamp, meetpunt 666;5.38640367173;51.7112363139;154914.64;413505;DONAR_RD
4614;NOORDBBT;Noord-Brabant  (provincie);A59_667;A59 Maliskamp, meetpunt 667;5.38630077321;51.7116416505;154907.53;413550.09;DONAR_RD
4615;NOORDBBT;Noord-Brabant  (provincie);A59_668;A59 wildtunnel, meetpunt 668;5.39360748638;51.7124933537;155412.45;413644.85;DONAR_RD
4616;NOORDBBT;Noord-Brabant  (provincie);A59_669;A59 wildtunnel, meetpunt 669;5.39554102987;51.7120219183;155546.07;413592.42;DONAR_RD
4617;NOORDBBT;Noord-Brabant  (provincie);A59_670;A59 Autotron, meetpunt 670;5.40475830036;51.7128159677;156183;413680.86;DONAR_RD
4618;NOORDBBT;Noord-Brabant  (provincie);A59_671;A59 Autotron, meetpunt 671;5.40387056118;51.7142145046;156121.62;413836.42;DONAR_RD
4619;NOORDBBT;Noord-Brabant  (provincie);A59_672;A59 Coppendijk, meetpunt 672;5.43244357488;51.7180877488;158095.77;414268.11;DONAR_RD
4620;NOORDBBT;Noord-Brabant  (provincie);A59_673;A59 Coppendijk, meetpunt 673;5.4338641566;51.7192874779;158193.84;414401.63;DONAR_RD
4621;NOORDBBT;Noord-Brabant  (provincie);A59_674;A59 Nuland, meetpunt 674;5.44050666759;51.7205324143;158652.69;414540.43;DONAR_RD
4622;NOORDBBT;Noord-Brabant  (provincie);A59_675;A59 Nuland, meetpunt 675;5.44096696568;51.7195813841;158684.57;414434.66;DONAR_RD
4623;NOORDBBT;Noord-Brabant  (provincie);A59_676;A59 Geffen, meetpunt 676;5.46726904382;51.72825501;160500.79;415401.18;DONAR_RD
4624;NOORDBBT;Noord-Brabant  (provincie);A59_677;A59 Geffen, meetpunt 677;5.46638063159;51.7277497703;160439.48;415344.91;DONAR_RD
4625;NOORDBBT;Noord-Brabant  (provincie);A59_678;A59 Geffen, meetpunt 678;5.46726684302;51.7270060981;160500.79;415262.25;DONAR_RD
4626;NOORDBBT;Noord-Brabant  (provincie);A59_679;A59 Geffen, meetpunt 679;5.46658870106;51.7265354164;160454;415209.84;DONAR_RD
4627;NOORDBBT;Noord-Brabant  (provincie);A59_746;A59 Coudewater, meetpunt 746;5.3615531057;51.7028282042;153197;412570;DONAR_RD
4628;NOORDBBT;Noord-Brabant  (provincie);A59_747;A59 Coudewater, meetpunt 747;5.37208444334;51.7067764812;153925;413009;DONAR_RD
4629;NOORDBBT;Noord-Brabant  (provincie);A59_748;A59 Coudewater, meetpunt 748;5.37635246409;51.7084130648;154220;413191;DONAR_RD
4630;NOORDBBT;Noord-Brabant  (provincie);A59_749;A59 Coudewater, meetpunt 749;5.37635260879;51.7084130648;154220.01;413191;DONAR_RD
4631;NOORDBBT;Noord-Brabant  (provincie);A59_750;A59 Maliskamp, meetpunt 750;5.38936091441;51.7116228574;155119;413548;DONAR_RD
4632;NOORDBBT;Noord-Brabant  (provincie);A59_751;A59 Maliskamp, meetpunt 751;5.38983845046;51.7116138599;155152;413547;DONAR_RD
4633;NOORDBBT;Noord-Brabant  (provincie);A59_752;A59 Autotron, meetpunt 752;5.41701739135;51.7158892108;157030;414023;DONAR_RD
4634;NOORDBBT;Noord-Brabant  (provincie);A59_753;A59 Nuland, meetpunt 753;5.45216763364;51.724163462;159458;414945;DONAR_RD
4635;NOORDBBT;Noord-Brabant  (provincie);BERGOZGEI;Bergen op Zoom, General Electric Industr;4.25765887418;51.5092657303;76566;391646;DONAR_RD
4636;NOORDBBT;Noord-Brabant  (provincie);BLAARTM;Blaarthem (Afwateringskanaal Eindhoven);5.44630555943;51.4229686964;159080;381440;DONAR_RD
4637;NOORDBBT;Noord-Brabant  (provincie);BORSSLWESWL;Borssele, Westeindsche Weel;3.77496978774;51.4284570858;42866;383289;DONAR_RD
4638;NOORDBBT;Noord-Brabant  (provincie);DENBH;Den Bosch (Dommel);5.25951888399;51.7304487973;146150;415650;DONAR_RD
4639;NOORDBBT;Noord-Brabant  (provincie);DINTOSPGT;Dinteloord Stampersgat (Dintel);4.38472412772;51.6493610785;85600;407100;DONAR_RD
4640;NOORDBBT;Noord-Brabant  (provincie);DINTSSSS;Dintelsas schutsluis;4.37812185256;51.6537994002;85150;407600;DONAR_RD
4641;NOORDBBT;Noord-Brabant  (provincie);DOMML01;Dommel, punt 01;5.29653353244;51.6814904458;148700;410200;DONAR_RD
4642;NOORDBBT;Noord-Brabant  (provincie);DOMMRW201;Dommel, kruising met RW2, punt 01;5.35564653873;51.5852069941;152783;399486;DONAR_RD
4643;NOORDBBT;Noord-Brabant  (provincie);DOMMRW202;Dommel, kruising met RW2, punt 02;5.35574758991;51.5851530839;152790;399480;DONAR_RD
4644;NOORDBBT;Noord-Brabant  (provincie);DOMMRW203;Dommel, kruising met RW2, punt 03;5.35547347508;51.5850631125;152771;399470;DONAR_RD
4645;NOORDBBT;Noord-Brabant  (provincie);DONGBNDDGE;Donge, Beneden Donge;4.84630941945;51.6852189164;117570;410750;DONAR_RD
4646;NOORDBBT;Noord-Brabant  (provincie);DONGCTLE;Donge, centrale PNEM;4.84951802748;51.6951223935;117800;411850;DONAR_RD
4647;NOORDBBT;Noord-Brabant  (provincie);DONGMDND;Donge, monding noord;4.85001206623;51.7144075754;117850;413995;DONAR_RD
4648;NOORDBBT;Noord-Brabant  (provincie);DONGNTK;Donge, noordtak;4.84455781399;51.6865592643;117450;410900;DONAR_RD
4649;NOORDBBT;Noord-Brabant  (provincie);DONGOZDE;Donge, oostzijde;4.85218221105;51.7144624629;118e3;414e3;DONAR_RD
4650;NOORDBBT;Noord-Brabant  (provincie);DONGRW59;Donge, aansluiting RW59;4.85477853675;51.683271034;118154;410529;DONAR_RD
4651;NOORDBBT;Noord-Brabant  (provincie);DONGRW60;Donge, aansluiting RW59, punt 01;4.8648881179;51.6794600156;118850;410100;DONAR_RD
4652;NOORDBBT;Noord-Brabant  (provincie);DONGWLVBG;Donge, Willemsveerbrug;4.87786671782;51.6826636381;119750;410450;DONAR_RD
4653;NOORDBBT;Noord-Brabant  (provincie);DRONGLKNL01;Drongelens kanaal, punt 01;5.22137533069;51.6706203575;143500;409e3;DONAR_RD
4654;NOORDBBT;Noord-Brabant  (provincie);DRONGLKNL02;Drongelens kanaal, punt 02;5.24306181102;51.6706491472;145e3;409e3;DONAR_RD
4655;NOORDBBT;Noord-Brabant  (provincie);DRONGLKNL03;Drongelens kanaal, punt 03;5.25318484928;51.6697622532;145700;408900;DONAR_RD
4656;NOORDBBT;Noord-Brabant  (provincie);DRONGLKNL04;Drongelens kanaal, punt 04;5.09977742103;51.6946564446;135100;411700;DONAR_RD
4657;NOORDBBT;Noord-Brabant  (provincie);DUIVBG;Duivelsbrug (Mark);4.78308901177;51.5675026101;113090;397690;DONAR_RD
4658;NOORDBBT;Noord-Brabant  (provincie);ENGLN;Engelen (Dieze);5.2761971444;51.7183299906;147300;414300;DONAR_RD
4659;NOORDBBT;Noord-Brabant  (provincie);FIJAKNTN;Fijnaart, de kleine Ton;4.4913297188;51.6664081949;93e3;408900;DONAR_RD
4660;NOORDBBT;Noord-Brabant  (provincie);FIJNABDGT;Fijnaart, het Breede Gat;4.46750663059;51.6648748504;91350;408750;DONAR_RD
4661;NOORDBBT;Noord-Brabant  (provincie);FORTCVCR;Fort Crevecoeur (monding van de Dieze);5.2703659894;51.7345054368;146900;416100;DONAR_RD
4662;NOORDBBT;Noord-Brabant  (provincie);GRAVMR;s Gravenmoer (Donge);4.93523547325;51.6581777105;123700;407700;DONAR_RD
4663;NOORDBBT;Noord-Brabant  (provincie);GROENDK;Groenendijk (Donge);4.91627769231;51.6742843587;122400;409500;DONAR_RD
4664;NOORDBBT;Noord-Brabant  (provincie);HEENSBSVT;De Heen, Steenbergse Vliet;4.28669410841;51.6125995771;78755;403109;DONAR_RD
4665;NOORDBBT;Noord-Brabant  (provincie);KATSBILT;Katsberg inlaat (Kanaal van Deurne);5.90291347551;51.3272712779;190910;370920;DONAR_RD
4666;NOORDBBT;Noord-Brabant  (provincie);KLUNDGTKTL;Klundert, Groote Ketel;4.55803732;51.6552129861;97600;407600;DONAR_RD
4667;NOORDBBT;Noord-Brabant  (provincie);KLUNDMDIDTTR;Klundert, Moerdijk industrieterrein;4.59435182135;51.6853023431;100149;410919;DONAR_RD
4668;NOORDBBT;Noord-Brabant  (provincie);MONDDDGBG;Mond der Donge brug;4.85944407564;51.7122480071;118500;413750;DONAR_RD
4669;NOORDBBT;Noord-Brabant  (provincie);NIEUWVSMEDPD;Nieuw Vossemeer, Eendrachtpolder opwas;4.23148918261;51.5661348771;74850;398e3;DONAR_RD
4670;NOORDBBT;Noord-Brabant  (provincie);NIEUWVSMZDPT;Nieuw-Vossemeer, zanddepot;4.2079701309;51.5863171781;73256;400271;DONAR_RD
4671;NOORDBBT;Noord-Brabant  (provincie);NIEUWVSMZDPZ;Nieuw-Vossemeer, zanddepot zuid van N.-V;4.20730689483;51.586292503;73210;400269;DONAR_RD
4672;NOORDBBT;Noord-Brabant  (provincie);ORJBBG;Oranjeboombrug (AA of weerijs);4.75719115035;51.5730294159;111300;398320;DONAR_RD
4673;NOORDBBT;Noord-Brabant  (provincie);OSSDSMTNWG;Ossendrecht, Sint Martinusweg;4.28107956238;51.3957969713;78e3;379e3;DONAR_RD
4674;NOORDBBT;Noord-Brabant  (provincie);OUDMJ01;Oude Maasje, punt 01;4.89700900912;51.7178051567;121100;414350;DONAR_RD
4675;NOORDBBT;Noord-Brabant  (provincie);OUDMJ02;Oude Maasje, punt 02;4.89991996969;51.7162890686;121300;414180;DONAR_RD
4676;NOORDBBT;Noord-Brabant  (provincie);OUDMJ03;Oude Maasje, punt 03;4.90212260244;51.7146800784;121451;414e3;DONAR_RD
4677;NOORDBBT;Noord-Brabant  (provincie);OUDMJ04;Oude Maasje, punt 04;4.94994218773;51.7067778229;124750;413100;DONAR_RD
4678;NOORDBBT;Noord-Brabant  (provincie);OUDMJ05;Oude Maasje, punt 05;4.95355941644;51.7067912832;125e3;413100;DONAR_RD
4679;NOORDBBT;Noord-Brabant  (provincie);PRINSWLFDRKR;Prins Willem Frederik Karelspolder (slik;4.2220567052;51.6244789268;74300;404500;DONAR_RD
4680;NOORDBBT;Noord-Brabant  (provincie);RAAMSDVBHLN;Raamsdonkveer brug Hillen;4.85544681958;51.6830133714;118200;410500;DONAR_RD
4681;NOORDBBT;Noord-Brabant  (provincie);RAAMSDVR;Raamsdonksveer (Donge);4.87772210706;51.6826630084;119740;410450;DONAR_RD
4682;NOORDBBT;Noord-Brabant  (provincie);RUNKPN;Runkampen (Aa);5.38315568372;51.6839529818;154690;410470;DONAR_RD
4683;NOORDBBT;Noord-Brabant  (provincie);SINTMCGTL;Sint-Michielsgestel (Dommel);5.34863005893;51.639358292;152300;405510;DONAR_RD
4684;NOORDBBT;Noord-Brabant  (provincie);STAMPGSKFBK;Stampersgat, suikerfabriek;4.41861073845;51.6272071829;87912;404604;DONAR_RD
4685;NOORDBBT;Noord-Brabant  (provincie);STEENBGHRSDS;Steenbergen, bij Heen, Roosendaalse en S;4.27415378117;51.620491251;77900;404e3;DONAR_RD
4686;NOORDBBT;Noord-Brabant  (provincie);STEENBGIDTTR;Steenbergen, industrieterrein;4.30807130436;51.591141207;80200;400700;DONAR_RD
4687;NOORDBBT;Noord-Brabant  (provincie);STEENBGKBK;Steenbergen, Kruisbeek;4.37377025658;51.5899313136;84750;400500;DONAR_RD
4688;NOORDBBT;Noord-Brabant  (provincie);STEENBGSKFBK;Steenbergen, suikerfabriek;4.31250008123;51.5894109248;80504;400503;DONAR_RD
4689;NOORDBBT;Noord-Brabant  (provincie);STEENBGVHVSW;Steenbergen, Vierhoevensche Watergang;4.36280027435;51.5778336904;83971;399165;DONAR_RD
4690;NOORDBBT;Noord-Brabant  (provincie);STEENBGWVRSD;Steenbergen, Westveer, Roosendaalse en S;4.32284336547;51.607459184;81250;402500;DONAR_RD
4691;NOORDBBT;Noord-Brabant  (provincie);T3008PQ1;Krammer/Volkerak Terrein 3008 PQ 1;4.21760866127;51.6289297237;74000.01;405e3;DONAR_RD
4692;NOORDBBT;Noord-Brabant  (provincie);T3008PQ10;Krammer/Volkerak Terrein 3008 PQ 10;4.21784170153;51.6199416493;74000.08;404e3;DONAR_RD
4693;NOORDBBT;Noord-Brabant  (provincie);T3008PQ11;Krammer/Volkerak Terrein 3008 PQ 11;4.21784184592;51.6199416507;74000.09;404e3;DONAR_RD
4694;NOORDBBT;Noord-Brabant  (provincie);T3008PQ12;Krammer/Volkerak Terrein 3008 PQ 12;4.21784199032;51.6199416522;74000.1;404e3;DONAR_RD
4695;NOORDBBT;Noord-Brabant  (provincie);T3008PQ13;Krammer/Volkerak Terrein 3008 PQ 13;4.22079906171;51.6265314838;74216.59;404729.7;DONAR_RD
4696;NOORDBBT;Noord-Brabant  (provincie);T3008PQ14;Krammer/Volkerak Terrein 3008 PQ 14;4.22069985424;51.6265808404;74209.81;404735.3;DONAR_RD
4697;NOORDBBT;Noord-Brabant  (provincie);T3008PQ15;Krammer/Volkerak Terrein 3008 PQ 15;4.2207166862;51.6259328005;74209.82;404663.2;DONAR_RD
4698;NOORDBBT;Noord-Brabant  (provincie);T3008PQ16;Krammer/Volkerak Terrein 3008 PQ 16;4.2207166474;51.6258950405;74209.75;404659;DONAR_RD
4699;NOORDBBT;Noord-Brabant  (provincie);T3008PQ17;Krammer/Volkerak Terrein 3008 PQ 17;4.21983215357;51.6256165021;74148.02;404629;DONAR_RD
4700;NOORDBBT;Noord-Brabant  (provincie);T3008PQ18;Krammer/Volkerak Terrein 3008 PQ 18;4.21999908216;51.6255624279;74159.48;404622.8;DONAR_RD
4701;NOORDBBT;Noord-Brabant  (provincie);T3008PQ19;Krammer/Volkerak Terrein 3008 PQ 19;4.22126642021;51.6270620828;74249.89;404788.2;DONAR_RD
4702;NOORDBBT;Noord-Brabant  (provincie);T3008PQ2;Krammer/Volkerak Terrein 3008 PQ 2;4.21760880569;51.6289297251;74000.02;405e3;DONAR_RD
4703;NOORDBBT;Noord-Brabant  (provincie);T3008PQ21;Krammer/Volkerak Terrein 3008 PQ 21;4.22093260243;51.6266802582;74226.1;404746.1;DONAR_RD
4704;NOORDBBT;Noord-Brabant  (provincie);T3008PQ22;Krammer/Volkerak Terrein 3008 PQ 22;4.22121641897;51.626333362;74245.13;404707.2;DONAR_RD
4705;NOORDBBT;Noord-Brabant  (provincie);T3008PQ23;Krammer/Volkerak Terrein 3008 PQ 23;4.22116585034;51.6263787088;74241.71;404712.3;DONAR_RD
4706;NOORDBBT;Noord-Brabant  (provincie);T3008PQ24;Krammer/Volkerak Terrein 3008 PQ 24;4.22108277941;51.626367991;74235.94;404711.2;DONAR_RD
4707;NOORDBBT;Noord-Brabant  (provincie);T3008PQ25;Krammer/Volkerak Terrein 3008 PQ 25;4.22098312519;51.6263337327;74228.98;404707.5;DONAR_RD
4708;NOORDBBT;Noord-Brabant  (provincie);T3008PQ3;Krammer/Volkerak Terrein 3008 PQ 3;4.21760895011;51.6289297266;74000.03;405e3;DONAR_RD
4709;NOORDBBT;Noord-Brabant  (provincie);T3008PQ4;Krammer/Volkerak Terrein 3008 PQ 4;4.21760909453;51.628929728;74000.04;405e3;DONAR_RD
4710;NOORDBBT;Noord-Brabant  (provincie);T3008PQ5;Krammer/Volkerak Terrein 3008 PQ 5;4.21760923895;51.6289297295;74000.05;405e3;DONAR_RD
4711;NOORDBBT;Noord-Brabant  (provincie);T3008PQ6;Krammer/Volkerak Terrein 3008 PQ 6;4.21760938337;51.6289297309;74000.06;405e3;DONAR_RD
4712;NOORDBBT;Noord-Brabant  (provincie);T3008PQ7;Krammer/Volkerak Terrein 3008 PQ 7;4.22368300616;51.6295000728;74421.52;405056.7;DONAR_RD
